date,region,country,category,subcategory,segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-11-09,Europe,United Kingdom,Electronics,Phones,Consumer,2,331.84,663.68,418.41,245.27,0.3696
2023-07-17,Europe,Spain,Office Supplies,Pens,Corporate,3,83.0,249.0,142.84,106.16,0.4263
2024-02-18,Europe,France,Electronics,Phones,Home Office,3,253.0,759.0,464.06,294.94,0.3886
2023-12-18,Asia Pacific,Australia,Office Supplies,Paper,Corporate,4,488.63,1954.52,1405.84,548.68,0.2807
2022-06-15,Europe,France,Electronics,Phones,Corporate,3,178.57,535.71,290.89,244.82,0.457
2023-03-27,Latin America,Brazil,Clothing,Pants,Corporate,2,276.47,552.94,244.99,307.95,0.5569
2024-07-22,Europe,Germany,Clothing,Outerwear,Corporate,1,498.87,498.87,227.56,271.31,0.5438
2022-06-27,Asia Pacific,India,Office Supplies,Labels,Home Office,2,382.91,765.82,385.15,380.67,0.4971
2022-07-27,Europe,Spain,Electronics,Audio,Home Office,1,260.47,260.47,185.82,74.65,0.2866
2024-06-24,Latin America,Argentina,Electronics,Phones,Corporate,5,124.68,623.4,399.85,223.55,0.3586
2024-06-02,Europe,United Kingdom,Furniture,Storage,Consumer,4,374.92,1499.68,1164.37,335.31,0.2236
2023-09-29,Asia Pacific,China,Office Supplies,Pens,Consumer,4,225.95,903.8,606.16,297.64,0.3293
2022-07-24,Europe,Germany,Office Supplies,Pens,Home Office,5,269.99,1349.95,560.76,789.19,0.5846
2024-10-25,Asia Pacific,China,Office Supplies,Pens,Consumer,2,190.96,381.92,277.41,104.51,0.2736
2024-03-31,Asia Pacific,Australia,Electronics,Computers,Home Office,2,394.86,789.72,390.93,398.79,0.505
2023-05-20,Asia Pacific,Japan,Clothing,Outerwear,Corporate,4,195.51,782.04,370.63,411.41,0.5261
2022-05-11,North America,Mexico,Office Supplies,Binders,Home Office,1,376.76,376.76,245.45,131.31,0.3485
2023-02-02,North America,Mexico,Furniture,Storage,Consumer,4,442.64,1770.56,972.05,798.51,0.451
2022-06-23,North America,Mexico,Furniture,Desks,Corporate,1,342.32,342.32,151.61,190.71,0.5571
2022-02-02,Latin America,Argentina,Electronics,Accessories,Home Office,2,201.02,402.04,286.62,115.42,0.2871
2023-11-27,North America,Canada,Furniture,Tables,Home Office,1,422.51,422.51,192.88,229.63,0.5435
2022-06-20,North America,Mexico,Clothing,Pants,Home Office,2,86.8,173.6,110.67,62.93,0.3625
2023-05-20,Latin America,Brazil,Office Supplies,Labels,Consumer,4,223.22,892.88,530.03,362.85,0.4064
2022-02-25,Asia Pacific,Japan,Clothing,Shoes,Consumer,4,325.3,1301.2,700.7,600.5,0.4615
2022-06-15,Asia Pacific,Japan,Electronics,Audio,Corporate,3,35.05,105.15,76.08,29.07,0.2765
2022-12-30,North America,United States,Clothing,Pants,Home Office,4,281.93,1127.72,466.52,661.2,0.5863
2023-03-13,Asia Pacific,Australia,Electronics,Computers,Home Office,3,256.47,769.41,447.05,322.36,0.419
2024-03-23,North America,United States,Electronics,Audio,Consumer,5,392.63,1963.15,1404.58,558.57,0.2845
2023-07-14,Latin America,Colombia,Office Supplies,Binders,Home Office,1,272.87,272.87,188.13,84.74,0.3106
2023-05-07,Latin America,Brazil,Electronics,Phones,Consumer,5,335.87,1679.35,971.61,707.74,0.4214
2022-05-27,North America,Canada,Electronics,Computers,Consumer,3,193.9,581.7,256.08,325.62,0.5598
2023-09-28,Europe,Germany,Electronics,Phones,Consumer,5,332.19,1660.95,776.7,884.25,0.5324
2023-04-29,Europe,United Kingdom,Furniture,Chairs,Home Office,4,266.26,1065.04,734.31,330.73,0.3105
2024-04-21,Europe,Spain,Electronics,Computers,Home Office,5,341.6,1708.0,1147.93,560.07,0.3279
2024-09-07,Europe,Spain,Electronics,Accessories,Home Office,5,300.33,1501.65,784.62,717.03,0.4775
2024-09-22,Latin America,Colombia,Furniture,Chairs,Consumer,1,183.26,183.26,79.23,104.03,0.5677
2022-07-24,North America,Canada,Electronics,Accessories,Consumer,4,128.31,513.24,320.39,192.85,0.3758
2022-02-26,Asia Pacific,China,Furniture,Tables,Corporate,1,269.25,269.25,116.42,152.83,0.5676
2022-08-14,North America,Mexico,Office Supplies,Binders,Corporate,3,468.02,1404.06,797.68,606.38,0.4319
2024-08-25,Europe,Italy,Clothing,Outerwear,Corporate,4,413.12,1652.48,1057.61,594.87,0.36
2024-07-17,Latin America,Colombia,Electronics,Computers,Corporate,4,369.84,1479.36,1071.58,407.78,0.2756
2024-10-23,Latin America,Argentina,Clothing,Pants,Home Office,3,206.39,619.17,280.97,338.2,0.5462
2024-04-02,Latin America,Colombia,Furniture,Chairs,Corporate,3,252.27,756.81,441.6,315.21,0.4165
2023-02-05,Latin America,Chile,Electronics,Computers,Home Office,2,116.53,233.06,154.31,78.75,0.3379
2023-08-15,Latin America,Brazil,Office Supplies,Binders,Corporate,4,96.2,384.8,219.22,165.58,0.4303
2023-03-24,North America,Canada,Electronics,Phones,Corporate,4,391.78,1567.12,1055.74,511.38,0.3263
2022-12-23,North America,Canada,Furniture,Storage,Home Office,2,65.22,130.44,72.88,57.56,0.4413
2024-12-25,Latin America,Argentina,Clothing,Outerwear,Corporate,1,422.44,422.44,234.59,187.85,0.4447
2024-02-12,Latin America,Colombia,Electronics,Computers,Corporate,5,283.78,1418.9,1113.15,305.75,0.2155
2022-01-07,North America,Canada,Furniture,Desks,Home Office,5,461.06,2305.3,1132.21,1173.09,0.5089
2023-04-10,North America,Canada,Furniture,Tables,Home Office,5,65.67,328.35,215.9,112.45,0.3425
2024-09-15,North America,Canada,Office Supplies,Pens,Corporate,1,31.4,31.4,15.88,15.52,0.4943
2024-02-12,Europe,Italy,Electronics,Phones,Home Office,4,93.47,373.88,226.36,147.52,0.3946
2023-07-30,Latin America,Brazil,Furniture,Chairs,Consumer,5,65.96,329.8,223.81,105.99,0.3214
2024-03-31,North America,Canada,Office Supplies,Labels,Home Office,5,367.26,1836.3,1348.95,487.35,0.2654
2024-12-02,Asia Pacific,South Korea,Clothing,Outerwear,Home Office,5,229.91,1149.55,735.83,413.72,0.3599
2023-10-09,Europe,Germany,Electronics,Accessories,Consumer,1,146.79,146.79,108.84,37.95,0.2585
2023-11-19,Latin America,Chile,Electronics,Phones,Consumer,4,47.72,190.88,92.48,98.4,0.5155
2023-10-04,Latin America,Argentina,Electronics,Accessories,Consumer,1,92.4,92.4,54.0,38.4,0.4156
2024-01-21,Asia Pacific,India,Furniture,Desks,Consumer,4,302.37,1209.48,778.33,431.15,0.3565
2023-03-23,Latin America,Brazil,Electronics,Computers,Home Office,5,327.65,1638.25,1236.59,401.66,0.2452
2022-04-20,Latin America,Argentina,Electronics,Phones,Consumer,1,254.8,254.8,145.34,109.46,0.4296
2024-10-08,Asia Pacific,Japan,Furniture,Chairs,Corporate,2,403.21,806.42,545.48,260.94,0.3236
2024-05-13,North America,United States,Electronics,Accessories,Home Office,5,171.42,857.1,541.14,315.96,0.3686
2022-04-03,Asia Pacific,South Korea,Electronics,Computers,Corporate,2,304.67,609.34,426.47,182.87,0.3001
2024-01-31,Asia Pacific,South Korea,Furniture,Storage,Home Office,4,452.86,1811.44,1318.97,492.47,0.2719
2023-04-26,North America,United States,Clothing,Outerwear,Home Office,2,305.84,611.68,282.38,329.3,0.5384
2023-10-22,Asia Pacific,China,Clothing,Outerwear,Consumer,5,353.28,1766.4,836.75,929.65,0.5263
2022-05-17,Asia Pacific,India,Clothing,Pants,Consumer,2,356.27,712.54,400.68,311.86,0.4377
2022-03-18,North America,Mexico,Clothing,Pants,Home Office,5,137.95,689.75,347.14,342.61,0.4967
2023-03-02,Asia Pacific,Australia,Furniture,Chairs,Corporate,4,116.64,466.56,196.46,270.1,0.5789
2023-05-12,North America,Canada,Clothing,Outerwear,Home Office,1,328.8,328.8,187.9,140.9,0.4285
2023-09-19,Asia Pacific,South Korea,Clothing,Pants,Home Office,3,458.19,1374.57,567.48,807.09,0.5872
2022-12-27,North America,Canada,Clothing,Pants,Corporate,1,215.08,215.08,129.76,85.32,0.3967
2022-05-17,Europe,Germany,Clothing,Pants,Corporate,4,24.1,96.4,65.26,31.14,0.323
2022-09-05,Latin America,Argentina,Office Supplies,Paper,Home Office,2,159.76,319.52,210.94,108.58,0.3398
2022-12-16,Asia Pacific,China,Furniture,Chairs,Corporate,2,100.57,201.14,99.34,101.8,0.5061
2023-10-03,Asia Pacific,China,Electronics,Phones,Home Office,3,152.19,456.57,213.35,243.22,0.5327
2023-07-09,Europe,United Kingdom,Furniture,Storage,Consumer,3,13.59,40.77,26.11,14.66,0.3596
2024-06-18,Latin America,Chile,Electronics,Phones,Home Office,5,218.64,1093.2,465.76,627.44,0.5739
2023-11-20,Latin America,Chile,Electronics,Audio,Consumer,3,252.55,757.65,361.37,396.28,0.523
2022-05-14,Europe,Spain,Electronics,Audio,Corporate,2,157.04,314.08,166.44,147.64,0.4701
2022-07-11,North America,Mexico,Furniture,Desks,Consumer,1,23.31,23.31,11.19,12.12,0.5199
2024-02-25,Asia Pacific,South Korea,Office Supplies,Pens,Home Office,5,300.88,1504.4,707.33,797.07,0.5298
2022-12-24,Europe,Spain,Clothing,Shoes,Corporate,5,335.34,1676.7,1340.67,336.03,0.2004
2022-12-21,Europe,Italy,Office Supplies,Pens,Consumer,5,198.02,990.1,621.26,368.84,0.3725
2022-07-10,North America,Mexico,Furniture,Chairs,Home Office,2,393.89,787.78,411.39,376.39,0.4778
2023-07-29,Europe,France,Electronics,Accessories,Corporate,2,261.07,522.14,248.08,274.06,0.5249
2024-04-19,Europe,Germany,Office Supplies,Pens,Consumer,3,112.26,336.78,184.68,152.1,0.4516
2024-12-14,Latin America,Colombia,Office Supplies,Paper,Home Office,4,390.26,1561.04,850.44,710.6,0.4552
2023-08-13,Europe,France,Furniture,Tables,Corporate,5,472.91,2364.55,1470.26,894.29,0.3782
2023-12-05,North America,Canada,Office Supplies,Pens,Corporate,1,293.03,293.03,157.93,135.1,0.461
2024-12-07,Asia Pacific,South Korea,Office Supplies,Labels,Home Office,1,131.88,131.88,75.27,56.61,0.4293
2024-05-14,Asia Pacific,Australia,Furniture,Storage,Home Office,1,421.36,421.36,247.81,173.55,0.4119
2023-11-04,North America,Canada,Clothing,Shirts,Home Office,5,108.69,543.45,225.56,317.89,0.5849
2023-11-28,Asia Pacific,Japan,Clothing,Pants,Corporate,3,372.39,1117.17,719.69,397.48,0.3558
2024-04-03,Latin America,Colombia,Clothing,Shoes,Home Office,5,309.53,1547.65,778.91,768.74,0.4967
2022-02-03,Latin America,Brazil,Clothing,Shirts,Corporate,5,35.23,176.15,130.09,46.06,0.2615
2024-06-20,North America,United States,Electronics,Computers,Home Office,3,400.1,1200.3,936.76,263.54,0.2196
2024-07-06,North America,Canada,Clothing,Shoes,Corporate,4,221.75,887.0,470.39,416.61,0.4697
2023-11-25,North America,Mexico,Clothing,Shirts,Home Office,1,198.34,198.34,131.87,66.47,0.3351
2023-06-19,Europe,Germany,Office Supplies,Pens,Corporate,5,444.92,2224.6,1764.89,459.71,0.2066
2024-11-25,Asia Pacific,China,Office Supplies,Binders,Consumer,3,392.95,1178.85,664.18,514.67,0.4366
2023-04-15,Latin America,Chile,Office Supplies,Paper,Consumer,3,451.61,1354.83,972.99,381.84,0.2818
2024-06-09,North America,Canada,Furniture,Storage,Corporate,1,157.32,157.32,65.02,92.3,0.5867
2022-09-24,Asia Pacific,China,Furniture,Storage,Home Office,4,219.64,878.56,412.02,466.54,0.531
2024-02-10,Asia Pacific,South Korea,Electronics,Accessories,Consumer,5,326.94,1634.7,1028.53,606.17,0.3708
2024-04-13,North America,Mexico,Clothing,Pants,Corporate,5,181.89,909.45,370.67,538.78,0.5924
2022-06-23,North America,United States,Furniture,Desks,Home Office,5,194.91,974.55,519.81,454.74,0.4666
2023-03-03,North America,Canada,Office Supplies,Pens,Home Office,4,235.24,940.96,573.68,367.28,0.3903
2024-08-30,North America,United States,Clothing,Outerwear,Corporate,2,35.29,70.58,33.72,36.86,0.5222
2024-05-15,Europe,France,Office Supplies,Binders,Consumer,5,136.5,682.5,411.87,270.63,0.3965
2024-02-13,Europe,Germany,Electronics,Phones,Home Office,2,106.13,212.26,116.39,95.87,0.4517
2024-05-13,North America,Canada,Electronics,Accessories,Consumer,1,444.1,444.1,231.19,212.91,0.4794
2024-01-02,Latin America,Colombia,Clothing,Pants,Home Office,4,446.19,1784.76,990.99,793.77,0.4447
2024-03-14,Latin America,Chile,Electronics,Accessories,Corporate,3,393.94,1181.82,929.47,252.35,0.2135
2024-02-06,Asia Pacific,Australia,Furniture,Storage,Home Office,3,77.79,233.37,126.41,106.96,0.4583
2023-01-25,Latin America,Colombia,Office Supplies,Paper,Consumer,4,200.75,803.0,456.07,346.93,0.432
2024-08-31,Asia Pacific,China,Office Supplies,Pens,Consumer,4,216.41,865.64,469.07,396.57,0.4581
2023-09-24,Latin America,Chile,Furniture,Storage,Consumer,1,165.37,165.37,97.32,68.05,0.4115
2023-03-02,Europe,United Kingdom,Electronics,Phones,Home Office,1,289.78,289.78,148.11,141.67,0.4889
2022-03-10,Latin America,Chile,Clothing,Outerwear,Home Office,5,83.51,417.55,291.43,126.12,0.302
2023-06-24,Asia Pacific,Japan,Office Supplies,Labels,Corporate,2,177.56,355.12,167.66,187.46,0.5279
2023-02-15,Europe,Spain,Clothing,Shirts,Home Office,1,432.23,432.23,179.26,252.97,0.5853
2024-08-13,North America,Mexico,Electronics,Phones,Consumer,2,409.32,818.64,518.99,299.65,0.366
2024-01-11,Latin America,Brazil,Electronics,Accessories,Corporate,1,52.51,52.51,23.14,29.37,0.5593
2023-10-14,Europe,Spain,Office Supplies,Labels,Corporate,1,162.86,162.86,85.1,77.76,0.4775
2024-07-07,Latin America,Brazil,Clothing,Shoes,Home Office,1,147.53,147.53,86.25,61.28,0.4154
2024-04-22,Latin America,Colombia,Furniture,Chairs,Home Office,3,358.89,1076.67,589.52,487.15,0.4525
2023-12-04,Asia Pacific,China,Electronics,Audio,Home Office,2,353.68,707.36,478.64,228.72,0.3233
2022-01-08,Europe,Italy,Furniture,Desks,Corporate,3,429.13,1287.39,677.45,609.94,0.4738
2024-09-12,Europe,Italy,Clothing,Pants,Consumer,1,134.15,134.15,72.69,61.46,0.4581
2023-03-19,North America,Mexico,Clothing,Shoes,Consumer,3,247.43,742.29,430.85,311.44,0.4196
2023-05-14,Europe,Italy,Electronics,Audio,Corporate,5,176.4,882.0,444.93,437.07,0.4955
2023-09-05,Asia Pacific,Japan,Electronics,Computers,Corporate,5,138.6,693.0,305.78,387.22,0.5588
2022-12-07,Europe,Italy,Clothing,Pants,Corporate,1,273.26,273.26,191.03,82.23,0.3009
2024-04-12,Latin America,Chile,Clothing,Shoes,Corporate,1,109.86,109.86,86.54,23.32,0.2123
2024-01-21,North America,Mexico,Furniture,Chairs,Consumer,3,261.92,785.76,375.78,409.98,0.5218
2024-05-06,Asia Pacific,South Korea,Electronics,Audio,Consumer,5,468.48,2342.4,1663.87,678.53,0.2897
2024-01-17,Europe,United Kingdom,Clothing,Outerwear,Corporate,5,405.3,2026.5,857.52,1168.98,0.5768
2024-12-06,Asia Pacific,China,Furniture,Desks,Corporate,3,405.75,1217.25,895.65,321.6,0.2642
2022-08-15,Latin America,Colombia,Office Supplies,Pens,Consumer,5,110.71,553.55,410.47,143.08,0.2585
2023-03-28,Asia Pacific,South Korea,Electronics,Phones,Home Office,1,496.45,496.45,389.32,107.13,0.2158
2022-05-14,Asia Pacific,India,Furniture,Storage,Consumer,5,491.19,2455.95,1152.38,1303.57,0.5308
2022-11-18,North America,Mexico,Office Supplies,Labels,Home Office,2,489.26,978.52,722.93,255.59,0.2612
2022-07-28,Europe,United Kingdom,Office Supplies,Pens,Corporate,2,154.64,309.28,246.2,63.08,0.204
2023-08-29,Latin America,Brazil,Furniture,Tables,Consumer,3,442.5,1327.5,720.23,607.27,0.4575
2023-02-05,North America,United States,Office Supplies,Pens,Consumer,2,38.85,77.7,40.63,37.07,0.4771
2022-01-22,Latin America,Colombia,Electronics,Phones,Consumer,5,499.91,2499.55,1740.09,759.46,0.3038
2024-01-09,Asia Pacific,Australia,Office Supplies,Labels,Corporate,4,126.32,505.28,363.85,141.43,0.2799
2023-10-29,Asia Pacific,China,Furniture,Chairs,Consumer,4,469.99,1879.96,1396.95,483.01,0.2569
2023-07-01,Asia Pacific,Japan,Electronics,Accessories,Corporate,1,468.12,468.12,359.02,109.1,0.2331
2022-07-30,North America,Canada,Electronics,Accessories,Home Office,4,348.11,1392.44,608.93,783.51,0.5627
2022-05-01,Europe,Germany,Office Supplies,Pens,Home Office,1,208.2,208.2,95.06,113.14,0.5434
2024-10-28,Europe,Germany,Electronics,Accessories,Corporate,4,93.54,374.16,266.73,107.43,0.2871
2024-02-21,Europe,United Kingdom,Furniture,Storage,Corporate,5,401.82,2009.1,1372.95,636.15,0.3166
2022-01-08,North America,Canada,Furniture,Tables,Home Office,3,251.22,753.66,530.6,223.06,0.296
2024-07-22,North America,Mexico,Furniture,Tables,Consumer,1,32.85,32.85,21.62,11.23,0.3419
2024-08-06,Asia Pacific,South Korea,Office Supplies,Labels,Home Office,2,134.5,269.0,128.19,140.81,0.5235
2024-08-06,North America,United States,Office Supplies,Paper,Corporate,3,101.27,303.81,208.68,95.13,0.3131
2022-04-02,Asia Pacific,South Korea,Electronics,Computers,Home Office,5,205.72,1028.6,743.07,285.53,0.2776
2022-03-31,Asia Pacific,South Korea,Electronics,Computers,Consumer,3,16.27,48.81,34.81,14.0,0.2868
2023-09-08,Latin America,Chile,Clothing,Shoes,Home Office,5,483.36,2416.8,1006.99,1409.81,0.5833
2022-02-17,Asia Pacific,China,Office Supplies,Labels,Corporate,3,110.08,330.24,144.48,185.76,0.5625
2024-03-07,Asia Pacific,Australia,Clothing,Pants,Consumer,5,283.84,1419.2,869.03,550.17,0.3877
2024-11-11,Latin America,Colombia,Office Supplies,Labels,Home Office,5,315.49,1577.45,780.94,796.51,0.5049
2023-02-26,Latin America,Brazil,Clothing,Pants,Consumer,5,21.28,106.4,46.31,60.09,0.5648
2022-07-20,Europe,Italy,Clothing,Shirts,Corporate,4,417.05,1668.2,852.18,816.02,0.4892
2024-07-04,North America,Mexico,Electronics,Computers,Home Office,1,111.58,111.58,50.04,61.54,0.5515
2023-06-10,Asia Pacific,Japan,Furniture,Storage,Corporate,1,298.67,298.67,209.49,89.18,0.2986
2023-06-16,Latin America,Brazil,Office Supplies,Pens,Corporate,4,72.79,291.16,144.34,146.82,0.5043
2024-01-05,North America,Mexico,Clothing,Shoes,Consumer,1,411.84,411.84,219.33,192.51,0.4674
2023-03-29,Europe,Spain,Clothing,Shirts,Home Office,3,433.62,1300.86,915.36,385.5,0.2963
2024-04-07,Latin America,Chile,Clothing,Pants,Home Office,2,190.1,380.2,252.99,127.21,0.3346
2024-12-31,Europe,Germany,Furniture,Chairs,Consumer,5,116.98,584.9,291.39,293.51,0.5018
2023-03-06,North America,Canada,Office Supplies,Labels,Home Office,3,343.94,1031.82,756.04,275.78,0.2673
2024-09-20,Latin America,Colombia,Electronics,Accessories,Corporate,3,402.84,1208.52,589.18,619.34,0.5125
2023-07-05,Asia Pacific,South Korea,Office Supplies,Labels,Corporate,2,48.88,97.76,53.08,44.68,0.457
2023-02-15,North America,Canada,Office Supplies,Binders,Home Office,3,303.85,911.55,422.46,489.09,0.5365
2024-10-27,Latin America,Chile,Clothing,Outerwear,Consumer,1,355.82,355.82,183.76,172.06,0.4836
2024-12-14,Latin America,Argentina,Clothing,Shoes,Corporate,1,421.12,421.12,278.26,142.86,0.3392
2024-10-06,Latin America,Chile,Office Supplies,Pens,Corporate,5,209.07,1045.35,747.27,298.08,0.2851
2022-05-28,Asia Pacific,India,Office Supplies,Paper,Home Office,4,225.89,903.56,577.86,325.7,0.3605
2023-05-02,North America,United States,Furniture,Storage,Home Office,5,410.91,2054.55,871.97,1182.58,0.5756
2022-08-14,Latin America,Argentina,Electronics,Phones,Home Office,3,292.05,876.15,579.03,297.12,0.3391
2022-11-14,Europe,France,Furniture,Tables,Home Office,3,382.07,1146.21,821.55,324.66,0.2832
2023-03-17,Asia Pacific,South Korea,Furniture,Desks,Corporate,4,281.12,1124.48,705.15,419.33,0.3729
2024-11-30,Asia Pacific,India,Electronics,Phones,Home Office,5,485.71,2428.55,1238.17,1190.38,0.4902
2023-02-22,Europe,France,Electronics,Phones,Corporate,2,224.93,449.86,223.49,226.37,0.5032
2024-12-15,Latin America,Colombia,Clothing,Shirts,Corporate,3,138.0,414.0,234.63,179.37,0.4333
2022-02-02,Asia Pacific,Japan,Furniture,Desks,Consumer,5,446.36,2231.8,1325.29,906.51,0.4062
2023-07-02,Latin America,Argentina,Clothing,Pants,Consumer,3,377.2,1131.6,631.47,500.13,0.442
2023-09-05,North America,United States,Furniture,Storage,Corporate,4,372.05,1488.2,1146.2,342.0,0.2298
2022-11-11,Asia Pacific,China,Furniture,Chairs,Corporate,3,364.1,1092.3,808.21,284.09,0.2601
2023-03-22,Europe,United Kingdom,Clothing,Shoes,Corporate,3,279.02,837.06,364.74,472.32,0.5643
2022-11-22,Latin America,Argentina,Clothing,Outerwear,Consumer,5,191.68,958.4,566.49,391.91,0.4089
2024-11-14,Asia Pacific,Australia,Clothing,Shirts,Corporate,5,308.66,1543.3,1131.05,412.25,0.2671
2024-09-11,Asia Pacific,China,Electronics,Phones,Corporate,4,193.58,774.32,330.95,443.37,0.5726
2023-07-22,Asia Pacific,China,Office Supplies,Pens,Corporate,2,339.37,678.74,388.09,290.65,0.4282
2023-07-19,Europe,Italy,Furniture,Storage,Home Office,5,243.18,1215.9,700.35,515.55,0.424
2024-06-08,Asia Pacific,India,Office Supplies,Paper,Corporate,1,187.21,187.21,97.57,89.64,0.4788
2023-06-24,Europe,France,Furniture,Desks,Home Office,4,332.05,1328.2,585.39,742.81,0.5593
2024-04-20,Europe,Germany,Electronics,Audio,Home Office,1,248.57,248.57,193.55,55.02,0.2213
2023-05-09,Asia Pacific,China,Office Supplies,Pens,Corporate,5,237.27,1186.35,533.85,652.5,0.55
2022-04-15,North America,United States,Electronics,Audio,Home Office,3,236.55,709.65,527.64,182.01,0.2565
2023-08-13,Asia Pacific,Japan,Electronics,Audio,Home Office,5,247.04,1235.2,579.53,655.67,0.5308
2024-01-19,Latin America,Chile,Clothing,Outerwear,Consumer,2,177.88,355.76,234.54,121.22,0.3407
2024-09-26,Asia Pacific,China,Clothing,Outerwear,Home Office,3,239.12,717.36,464.73,252.63,0.3522
2023-10-06,Europe,Germany,Furniture,Storage,Corporate,3,280.82,842.46,618.03,224.43,0.2664
2023-12-06,Latin America,Chile,Clothing,Outerwear,Home Office,1,330.27,330.27,185.28,144.99,0.439
2022-11-15,Asia Pacific,China,Furniture,Desks,Consumer,2,114.57,229.14,159.12,70.02,0.3056
2023-09-11,Latin America,Brazil,Office Supplies,Paper,Corporate,1,133.3,133.3,96.34,36.96,0.2773
2024-06-29,North America,Canada,Clothing,Shoes,Home Office,2,487.35,974.7,438.41,536.29,0.5502
2023-12-17,Asia Pacific,South Korea,Office Supplies,Paper,Home Office,2,254.66,509.32,261.46,247.86,0.4866
2024-04-04,North America,United States,Clothing,Shirts,Consumer,5,414.08,2070.4,911.62,1158.78,0.5597
2022-06-09,Latin America,Chile,Electronics,Phones,Consumer,4,377.36,1509.44,1171.4,338.04,0.224
2024-07-31,Asia Pacific,South Korea,Electronics,Accessories,Home Office,4,353.36,1413.44,666.07,747.37,0.5288
2024-12-19,Asia Pacific,Australia,Electronics,Accessories,Home Office,2,63.82,127.64,91.81,35.83,0.2807
2023-04-30,Latin America,Colombia,Clothing,Pants,Corporate,2,397.39,794.78,472.67,322.11,0.4053
2023-05-07,Asia Pacific,Australia,Clothing,Shirts,Corporate,1,232.68,232.68,105.44,127.24,0.5468
2023-03-16,Asia Pacific,China,Furniture,Tables,Corporate,1,379.11,379.11,244.46,134.65,0.3552
2022-06-02,Asia Pacific,Japan,Electronics,Accessories,Corporate,2,251.32,502.64,263.33,239.31,0.4761
2023-04-10,Latin America,Colombia,Furniture,Storage,Corporate,5,212.88,1064.4,753.01,311.39,0.2925
2022-05-09,Asia Pacific,South Korea,Electronics,Computers,Home Office,1,335.45,335.45,256.84,78.61,0.2343
2023-04-13,Asia Pacific,India,Office Supplies,Pens,Corporate,1,261.7,261.7,206.67,55.03,0.2103
2023-12-03,Europe,Spain,Furniture,Desks,Home Office,3,356.7,1070.1,770.44,299.66,0.28
2022-10-17,Latin America,Colombia,Electronics,Phones,Consumer,2,478.89,957.78,688.36,269.42,0.2813
2022-12-07,North America,Canada,Furniture,Storage,Consumer,4,50.48,201.92,89.51,112.41,0.5567
2024-09-28,Europe,France,Office Supplies,Labels,Corporate,4,482.24,1928.96,1257.05,671.91,0.3483
2023-07-13,Latin America,Chile,Furniture,Tables,Corporate,3,147.28,441.84,340.13,101.71,0.2302
2022-08-13,North America,Mexico,Office Supplies,Paper,Consumer,4,461.47,1845.88,876.85,969.03,0.525
2022-02-07,Asia Pacific,Japan,Electronics,Computers,Home Office,5,59.13,295.65,188.4,107.25,0.3628
2024-06-29,Latin America,Chile,Electronics,Audio,Corporate,1,137.48,137.48,91.88,45.6,0.3317
2022-12-06,North America,United States,Office Supplies,Pens,Consumer,2,168.59,337.18,266.34,70.84,0.2101
2022-07-19,North America,United States,Clothing,Pants,Home Office,2,456.59,913.18,369.44,543.74,0.5954
2022-01-04,Latin America,Colombia,Office Supplies,Labels,Corporate,1,368.83,368.83,149.09,219.74,0.5958
2024-05-13,Latin America,Colombia,Electronics,Computers,Corporate,4,80.75,323.0,207.2,115.8,0.3585
2022-01-06,Latin America,Colombia,Clothing,Shirts,Home Office,4,100.92,403.68,176.62,227.06,0.5625
2022-10-29,North America,Canada,Clothing,Shirts,Home Office,3,60.46,181.38,100.84,80.54,0.444
2023-04-01,North America,United States,Furniture,Desks,Corporate,3,399.96,1199.88,603.16,596.72,0.4973
2024-05-29,Latin America,Chile,Electronics,Phones,Corporate,1,168.22,168.22,128.26,39.96,0.2375
2023-04-18,North America,Canada,Office Supplies,Paper,Home Office,4,326.13,1304.52,641.55,662.97,0.5082
2022-09-25,Asia Pacific,China,Clothing,Shirts,Consumer,5,43.88,219.4,163.53,55.87,0.2546
2022-07-24,Europe,Spain,Furniture,Desks,Corporate,1,236.56,236.56,111.2,125.36,0.5299
2023-11-12,Europe,United Kingdom,Furniture,Desks,Home Office,2,392.67,785.34,421.23,364.11,0.4636
2022-12-18,Latin America,Brazil,Furniture,Tables,Consumer,4,289.98,1159.92,895.1,264.82,0.2283
2022-02-21,Latin America,Chile,Office Supplies,Paper,Consumer,5,123.63,618.15,438.32,179.83,0.2909
2024-01-24,Europe,Italy,Office Supplies,Pens,Home Office,5,323.0,1615.0,648.75,966.25,0.5983
2024-01-12,Latin America,Argentina,Office Supplies,Paper,Corporate,3,175.66,526.98,264.27,262.71,0.4985
2023-03-22,Asia Pacific,China,Electronics,Computers,Home Office,1,159.09,159.09,121.38,37.71,0.237
2022-07-01,Europe,Italy,Furniture,Tables,Consumer,5,171.91,859.55,520.28,339.27,0.3947
2024-09-14,North America,United States,Office Supplies,Labels,Consumer,4,465.18,1860.72,804.91,1055.81,0.5674
2024-09-22,North America,United States,Electronics,Audio,Corporate,5,231.43,1157.15,489.24,667.91,0.5772
2023-09-14,North America,United States,Office Supplies,Labels,Consumer,3,55.68,167.04,93.02,74.02,0.4431
2023-04-20,Asia Pacific,Japan,Furniture,Desks,Corporate,5,136.85,684.25,480.63,203.62,0.2976
2024-07-17,Latin America,Colombia,Clothing,Shoes,Consumer,1,200.01,200.01,97.96,102.05,0.5102
